"","GeneID","F_heteroclitusMDPP_BW_1.quant","F_heteroclitusMDPP_BW_2.quant","F_heteroclitusMDPP_BW_3.quant","F_heteroclitusMDPP_FW_1.quant","F_heteroclitusMDPP_FW_2.quant","F_heteroclitusMDPP_FW_3.quant","F_heteroclitusMDPP_transfer_1.quant","F_heteroclitusMDPP_transfer_2.quant","F_heteroclitusMDPP_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"23125","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i3","TRINITY_DN212891_c9_g3","Transcript_484825","gi|831558852|ref|XP_012730850.1| PREDICTED: ubiquitin-associated protein 2-like isoform X1 [Fundulus heteroclitus]"
"23126","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i7","TRINITY_DN212891_c9_g3","Transcript_484829","gi|831558858|ref|XP_012730852.1| PREDICTED: ubiquitin-associated protein 2-like isoform X3 [Fundulus heteroclitus]"
"23127","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i9","TRINITY_DN212891_c9_g3","Transcript_484831","gi|831558858|ref|XP_012730852.1| PREDICTED: ubiquitin-associated protein 2-like isoform X3 [Fundulus heteroclitus]"
"23128","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i7","TRINITY_DN212891_c9_g3","Transcript_484829","gi|831558864|ref|XP_012730854.1| PREDICTED: ubiquitin-associated protein 2-like isoform X5 [Fundulus heteroclitus]"
"23129","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i7","TRINITY_DN212891_c9_g3","Transcript_484829","gi|831558855|ref|XP_012730851.1| PREDICTED: ubiquitin-associated protein 2-like isoform X2 [Fundulus heteroclitus]"
"23130","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i9","TRINITY_DN212891_c9_g3","Transcript_484831","gi|831558855|ref|XP_012730851.1| PREDICTED: ubiquitin-associated protein 2-like isoform X2 [Fundulus heteroclitus]"
"23131","ENSONIP00000024852","0","0","0","46.6351129910221","27.6380712712937","87.6319098303858","10.4530620735268","0.897970660250407","12.7005334372017",20.6618511404089,-2.76528613035674,1.03877725065155,-2.66205880868327,0.00776643081772406,0.448344958558284,20.6618511404089,5.4474962470778,1.56663341259697,3.47719907112642,0.000506681469173875,0.10906805817688,20.6618511404089,-8.21278237743454,1.53913372353201,-5.33597714861827,9.50313705777512e-08,9.76137447782335e-05,"TRINITY_DN212891_c9_g3_i3","TRINITY_DN212891_c9_g3","Transcript_484825","gi|831558861|ref|XP_012730853.1| PREDICTED: ubiquitin-associated protein 2-like isoform X4 [Fundulus heteroclitus]"
"63579","ENSXMAP00000007962","0.805697097259174","0","0","28.6238236518643","59.3955732456697","71.2884265075243","0","1.04004514627919","8.24812962680679",18.8224105861559,-3.97239375650282,1.11382269753628,-3.56645071544111,0.000361848823091706,0.0825827713596685,18.8224105861559,3.45108475653069,1.61719500110272,2.13399420241684,0.0328432553998263,0.815146295605224,18.8224105861559,-7.42347851303351,1.54100479105432,-4.81729749065513,1.45515654029208e-06,0.00127326197275557,"TRINITY_DN210700_c3_g1_i2","TRINITY_DN210700_c3_g1","Transcript_461505","gi|831564746|ref|XP_012732805.1| PREDICTED: carboxypeptidase D [Fundulus heteroclitus]"
"5041","ENSGACP00000011124","96.6948661145784","88.0722914683334","173.695254807635","36.6291615533731","11.825005984812","24.0776722516878","36.8891947188578","45.8790174254593","48.2430074208416",62.4450524161754,0.839268385831804,0.512906793647181,1.63629804913273,0.101777224206805,0.999998503496747,62.4450524161754,-1.43888845323011,0.491246946015314,-2.92905322852685,0.00339996193836341,0.338037897219666,62.4450524161754,2.27815683906191,0.498017067324658,4.57445535210298,4.77460408940462e-06,0.00352500067538075,"TRINITY_DN190650_c0_g1_i1","TRINITY_DN190650_c0_g1","Transcript_225715","gi|831523775|ref|XP_012718454.1| PREDICTED: meteorin [Fundulus heteroclitus]"
"126712","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]","446.197685995651","491.602556911467","679.28596362274","1063.99087321432","1051.43121930967","1321.86312599169","1106.09472335182","812.523992912209","1060.54821873831",892.615373338653,-0.208126039032823,0.241649580150625,-0.861272090367768,0.389088203485957,0.999998503496747,892.615373338653,0.882932459261627,0.242842694910511,3.63582054459984,0.000277097191080127,0.0729808801965978,892.615373338653,-1.09105849829445,0.242137877581859,-4.50593896828718,6.60800798630531e-06,0.00459159378460185,"TRINITY_DN213309_c2_g1_i6","TRINITY_DN213309_c2_g1","Transcript_514219","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]"
"126713","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]","446.197685995651","491.602556911467","679.28596362274","1063.99087321432","1051.43121930967","1321.86312599169","1106.09472335182","812.523992912209","1060.54821873831",892.615373338653,-0.208126039032823,0.241649580150625,-0.861272090367768,0.389088203485957,0.999998503496747,892.615373338653,0.882932459261627,0.242842694910511,3.63582054459984,0.000277097191080127,0.0729808801965978,892.615373338653,-1.09105849829445,0.242137877581859,-4.50593896828718,6.60800798630531e-06,0.00459159378460185,"TRINITY_DN213309_c2_g1_i4","TRINITY_DN213309_c2_g1","Transcript_514217","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]"
"126714","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]","446.197685995651","491.602556911467","679.28596362274","1063.99087321432","1051.43121930967","1321.86312599169","1106.09472335182","812.523992912209","1060.54821873831",892.615373338653,-0.208126039032823,0.241649580150625,-0.861272090367768,0.389088203485957,0.999998503496747,892.615373338653,0.882932459261627,0.242842694910511,3.63582054459984,0.000277097191080127,0.0729808801965978,892.615373338653,-1.09105849829445,0.242137877581859,-4.50593896828718,6.60800798630531e-06,0.00459159378460185,"TRINITY_DN213309_c2_g1_i1","TRINITY_DN213309_c2_g1","Transcript_514214","gi|831524022|ref|XP_012718543.1| PREDICTED: serine protease 33-like [Fundulus heteroclitus]"
"118383","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g6_i1","TRINITY_DN211807_c1_g6","Transcript_471015","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118384","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN207495_c7_g1_i4","TRINITY_DN207495_c7_g1","Transcript_294898","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118385","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g3_i9","TRINITY_DN211807_c1_g3","Transcript_471012","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118386","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN210732_c3_g1_i2","TRINITY_DN210732_c3_g1","Transcript_461895","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118387","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN210732_c3_g1_i2","TRINITY_DN210732_c3_g1","Transcript_461895","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118388","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g3_i4","TRINITY_DN211807_c1_g3","Transcript_471006","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118389","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN210732_c3_g1_i1","TRINITY_DN210732_c3_g1","Transcript_461894","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118390","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g3_i3","TRINITY_DN211807_c1_g3","Transcript_471004","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118391","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN210732_c3_g1_i2","TRINITY_DN210732_c3_g1","Transcript_461895","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118392","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN210732_c3_g1_i1","TRINITY_DN210732_c3_g1","Transcript_461894","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118393","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g3_i5","TRINITY_DN211807_c1_g3","Transcript_471007","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118394","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN207495_c7_g1_i9","TRINITY_DN207495_c7_g1","Transcript_294903","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
"118395","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]","20.7625071599505","134.387423504244","60.4245204849784","332.340063895547","735.974062705856","628.405910443214","198.044783074328","209.260309852411","629.191764288328",327.643482823206,-0.708512827252984,0.664105274304095,-1.06686824313423,0.286031336918439,0.999998503496747,327.643482823206,2.26643977747709,0.667179271318497,3.39704765257184,0.000681171038949177,0.133766456569783,327.643482823206,-2.97495260473008,0.666507034311568,-4.46349768506628,8.06324699601794e-06,0.00544269172231211,"TRINITY_DN211807_c1_g3_i7","TRINITY_DN211807_c1_g3","Transcript_471010","gi|831502060|ref|XP_012711008.1| PREDICTED: lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, partial [Fundulus heteroclitus]"
