"","GeneID","A_xenica_BW_1.quant","A_xenica_BW_2.quant","A_xenica_BW_3.quant","A_xenica_FW_1.quant","A_xenica_FW_2.quant","A_xenica_FW_3.quant","A_xenica_transfer_1.quant","A_xenica_transfer_2.quant","A_xenica_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"121568","ENSXMAP00000016145","584.640445234823","821.081491028003","598.046225399528","1860.12347920431","1994.63159631034","679.834102706576","473.133480366674","456.948069523315","416.660785957869",876.122186192382,-1.75167680659272,0.362202837628998,-4.83617637581005,1.32360487009639e-06,0.000575742165455259,876.122186192382,-0.572948608264971,0.362471019821265,-1.58067425237883,0.113952538438152,0.683222462895126,"TRINITY_DN112731_c1_g1_i6","TRINITY_DN112731_c1_g1","Transcript_250399","gi|831559435|ref|XP_012731043.1| PREDICTED: 5'-nucleotidase domain-containing protein 2-like [Fundulus heteroclitus]"
"121569","ENSXMAP00000016145","584.640445234823","821.081491028003","598.046225399528","1860.12347920431","1994.63159631034","679.834102706576","473.133480366674","456.948069523315","416.660785957869",876.122186192382,-1.75167680659272,0.362202837628998,-4.83617637581005,1.32360487009639e-06,0.000575742165455259,876.122186192382,-0.572948608264971,0.362471019821265,-1.58067425237883,0.113952538438152,0.683222462895126,"TRINITY_DN117886_c5_g1_i2","TRINITY_DN117886_c5_g1","Transcript_291662","gi|831559435|ref|XP_012731043.1| PREDICTED: 5'-nucleotidase domain-containing protein 2-like [Fundulus heteroclitus]"
"121570","ENSXMAP00000016145","584.640445234823","821.081491028003","598.046225399528","1860.12347920431","1994.63159631034","679.834102706576","473.133480366674","456.948069523315","416.660785957869",876.122186192382,-1.75167680659272,0.362202837628998,-4.83617637581005,1.32360487009639e-06,0.000575742165455259,876.122186192382,-0.572948608264971,0.362471019821265,-1.58067425237883,0.113952538438152,0.683222462895126,"TRINITY_DN112731_c1_g1_i1","TRINITY_DN112731_c1_g1","Transcript_250394","gi|831559435|ref|XP_012731043.1| PREDICTED: 5'-nucleotidase domain-containing protein 2-like [Fundulus heteroclitus]"
"121571","ENSXMAP00000016145","584.640445234823","821.081491028003","598.046225399528","1860.12347920431","1994.63159631034","679.834102706576","473.133480366674","456.948069523315","416.660785957869",876.122186192382,-1.75167680659272,0.362202837628998,-4.83617637581005,1.32360487009639e-06,0.000575742165455259,876.122186192382,-0.572948608264971,0.362471019821265,-1.58067425237883,0.113952538438152,0.683222462895126,"TRINITY_DN112731_c1_g1_i8","TRINITY_DN112731_c1_g1","Transcript_250401","gi|831559435|ref|XP_012731043.1| PREDICTED: 5'-nucleotidase domain-containing protein 2-like [Fundulus heteroclitus]"
"121572","ENSXMAP00000016145","584.640445234823","821.081491028003","598.046225399528","1860.12347920431","1994.63159631034","679.834102706576","473.133480366674","456.948069523315","416.660785957869",876.122186192382,-1.75167680659272,0.362202837628998,-4.83617637581005,1.32360487009639e-06,0.000575742165455259,876.122186192382,-0.572948608264971,0.362471019821265,-1.58067425237883,0.113952538438152,0.683222462895126,"TRINITY_DN112731_c1_g1_i7","TRINITY_DN112731_c1_g1","Transcript_250400","gi|831559435|ref|XP_012731043.1| PREDICTED: 5'-nucleotidase domain-containing protein 2-like [Fundulus heteroclitus]"
"156406","gi|831558949|ref|XP_012730882.1| PREDICTED: circadian-associated transcriptional repressor-like [Fundulus heteroclitus]","343.944778298258","401.64035763229","399.465342881291","514.360518814774","541.339183410691","391.65833297877","255.241473176581","269.230502276479","252.267333466426",374.349758103951,-0.89413701294454,0.186648278203439,-4.79049162173342,1.66373170653069e-06,0.000683485632919943,374.349758103951,-0.557557547760652,0.185700385111558,-3.00245768163433,0.00267809205090468,0.117466664947884,"TRINITY_DN108721_c0_g1_i1","TRINITY_DN108721_c0_g1","Transcript_124274","gi|831558949|ref|XP_012730882.1| PREDICTED: circadian-associated transcriptional repressor-like [Fundulus heteroclitus]"
"156407","gi|831558949|ref|XP_012730882.1| PREDICTED: circadian-associated transcriptional repressor-like [Fundulus heteroclitus]","343.944778298258","401.64035763229","399.465342881291","514.360518814774","541.339183410691","391.65833297877","255.241473176581","269.230502276479","252.267333466426",374.349758103951,-0.89413701294454,0.186648278203439,-4.79049162173342,1.66373170653069e-06,0.000683485632919943,374.349758103951,-0.557557547760652,0.185700385111558,-3.00245768163433,0.00267809205090468,0.117466664947884,"TRINITY_DN108721_c0_g1_i2","TRINITY_DN108721_c0_g1","Transcript_124275","gi|831558949|ref|XP_012730882.1| PREDICTED: circadian-associated transcriptional repressor-like [Fundulus heteroclitus]"
"50359","ENSXMAP00000000932","205.175690677581","28.9949036939627","18.7673286853708","856.332037647694","117.664990993591","154.679389683336","29.3001731323053","13.7705742447261","12.0552168599023",159.637811735385,-4.37031385885015,0.928274214504997,-4.70799876864039,2.50160612269841e-06,0.000956821210792096,159.637811735385,-2.21399559702486,0.930441323847985,-2.3795112494236,0.0173356138758388,0.313498425819699,"TRINITY_DN118803_c5_g10_i1","TRINITY_DN118803_c5_g10","Transcript_243999","gi|831514446|ref|XP_012715247.1| PREDICTED: major histocompatibility complex class I-related gene protein-like [Fundulus heteroclitus]"
"50360","ENSXMAP00000000932","205.175690677581","28.9949036939627","18.7673286853708","856.332037647694","117.664990993591","154.679389683336","29.3001731323053","13.7705742447261","12.0552168599023",159.637811735385,-4.37031385885015,0.928274214504997,-4.70799876864039,2.50160612269841e-06,0.000956821210792096,159.637811735385,-2.21399559702486,0.930441323847985,-2.3795112494236,0.0173356138758388,0.313498425819699,"TRINITY_DN118803_c5_g4_i1","TRINITY_DN118803_c5_g4","Transcript_243991","gi|831514446|ref|XP_012715247.1| PREDICTED: major histocompatibility complex class I-related gene protein-like [Fundulus heteroclitus]"
"50361","ENSXMAP00000000932","205.175690677581","28.9949036939627","18.7673286853708","856.332037647694","117.664990993591","154.679389683336","29.3001731323053","13.7705742447261","12.0552168599023",159.637811735385,-4.37031385885015,0.928274214504997,-4.70799876864039,2.50160612269841e-06,0.000956821210792096,159.637811735385,-2.21399559702486,0.930441323847985,-2.3795112494236,0.0173356138758388,0.313498425819699,"TRINITY_DN118803_c5_g10_i1","TRINITY_DN118803_c5_g10","Transcript_243999","gi|831512201|ref|XP_012714489.1| PREDICTED: major histocompatibility complex class I-related gene protein-like, partial [Fundulus heteroclitus]"
"77260","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i4","TRINITY_DN113060_c2_g4","Transcript_321435","gi|831504879|ref|XP_012712009.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X4 [Fundulus heteroclitus]"
"77261","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i4","TRINITY_DN113060_c2_g4","Transcript_321435","gi|831504870|ref|XP_012712006.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X1 [Fundulus heteroclitus]"
"77262","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i3","TRINITY_DN113060_c2_g4","Transcript_321434","gi|831504876|ref|XP_012712008.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X3 [Fundulus heteroclitus]"
"77263","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i2","TRINITY_DN113060_c2_g4","Transcript_321433","gi|831504879|ref|XP_012712009.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X4 [Fundulus heteroclitus]"
"77264","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i3","TRINITY_DN113060_c2_g4","Transcript_321434","gi|831504879|ref|XP_012712009.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X4 [Fundulus heteroclitus]"
"77265","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i4","TRINITY_DN113060_c2_g4","Transcript_321435","gi|831504873|ref|XP_012712007.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X2 [Fundulus heteroclitus]"
"77266","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i3","TRINITY_DN113060_c2_g4","Transcript_321434","gi|831504873|ref|XP_012712007.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X2 [Fundulus heteroclitus]"
"77267","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i3","TRINITY_DN113060_c2_g4","Transcript_321434","gi|831504870|ref|XP_012712006.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X1 [Fundulus heteroclitus]"
"77268","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i4","TRINITY_DN113060_c2_g4","Transcript_321435","gi|831504876|ref|XP_012712008.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X3 [Fundulus heteroclitus]"
"77269","ENSXMAP00000006730","254.965008331839","452.851348889134","430.608440331295","943.687238527628","832.290385383087","334.393587571151","233.640902910845","153.450546487939","190.572552809721",425.162223471404,-1.873219331288,0.397851569558772,-4.70833716545457,2.49745756621794e-06,0.000956821210792096,425.162223471404,-0.98033513408846,0.398050073968568,-2.46284374303589,0.0137839973423556,0.283261032140691,"TRINITY_DN113060_c2_g4_i2","TRINITY_DN113060_c2_g4","Transcript_321433","gi|831504876|ref|XP_012712008.1| PREDICTED: ubiquitin carboxyl-terminal hydrolase 2-like isoform X3 [Fundulus heteroclitus]"
"77849","ENSXMAP00000006876","56.5272680636988","81.7162678360977","62.0514302281285","92.6893210256466","71.7824894419775","118.566960177273","25.7257674032712","34.9364841453045","26.6274324841769",63.4026023117305,-1.68450310772049,0.357642483400481,-4.71001960310799,2.47692966693918e-06,0.000956821210792096,63.4026023117305,-1.18149901132215,0.358907140756111,-3.29193509171505,0.000995005734533704,0.063247012077065,"TRINITY_DN113154_c6_g2_i2","TRINITY_DN113154_c6_g2","Transcript_360102","gi|831542969|ref|XP_012725352.1| PREDICTED: long-chain-fatty-acid--CoA ligase 4 [Fundulus heteroclitus]"
"77850","ENSXMAP00000006876","56.5272680636988","81.7162678360977","62.0514302281285","92.6893210256466","71.7824894419775","118.566960177273","25.7257674032712","34.9364841453045","26.6274324841769",63.4026023117305,-1.68450310772049,0.357642483400481,-4.71001960310799,2.47692966693918e-06,0.000956821210792096,63.4026023117305,-1.18149901132215,0.358907140756111,-3.29193509171505,0.000995005734533704,0.063247012077065,"TRINITY_DN113154_c6_g2_i4","TRINITY_DN113154_c6_g2","Transcript_360104","gi|831542969|ref|XP_012725352.1| PREDICTED: long-chain-fatty-acid--CoA ligase 4 [Fundulus heteroclitus]"
"77851","ENSXMAP00000006876","56.5272680636988","81.7162678360977","62.0514302281285","92.6893210256466","71.7824894419775","118.566960177273","25.7257674032712","34.9364841453045","26.6274324841769",63.4026023117305,-1.68450310772049,0.357642483400481,-4.71001960310799,2.47692966693918e-06,0.000956821210792096,63.4026023117305,-1.18149901132215,0.358907140756111,-3.29193509171505,0.000995005734533704,0.063247012077065,"TRINITY_DN113154_c6_g2_i1","TRINITY_DN113154_c6_g2","Transcript_360101","gi|831542969|ref|XP_012725352.1| PREDICTED: long-chain-fatty-acid--CoA ligase 4 [Fundulus heteroclitus]"
"55648","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN108086_c0_g1_i3","TRINITY_DN108086_c0_g1","Transcript_221165","gi|831509007|ref|XP_012713429.1| PREDICTED: atrial natriuretic peptide-converting enzyme isoform X2 [Fundulus heteroclitus]"
"55649","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN108086_c0_g1_i1","TRINITY_DN108086_c0_g1","Transcript_221163","gi|831509007|ref|XP_012713429.1| PREDICTED: atrial natriuretic peptide-converting enzyme isoform X2 [Fundulus heteroclitus]"
"55650","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN47008_c1_g1_i1","TRINITY_DN47008_c1_g1","Transcript_71600","gi|831509007|ref|XP_012713429.1| PREDICTED: atrial natriuretic peptide-converting enzyme isoform X2 [Fundulus heteroclitus]"
"55651","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN47008_c1_g1_i1","TRINITY_DN47008_c1_g1","Transcript_71600","gi|831509004|ref|XP_012713428.1| PREDICTED: atrial natriuretic peptide-converting enzyme isoform X1 [Fundulus heteroclitus]"
"55652","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN108086_c0_g1_i2","TRINITY_DN108086_c0_g1","Transcript_221164","gi|831509007|ref|XP_012713429.1| PREDICTED: atrial natriuretic peptide-converting enzyme isoform X2 [Fundulus heteroclitus]"
"55653","ENSXMAP00000002105","49.6922934018314","2.44695059066777","15.0852249402453","2.83353648225465","6.04513562807511","4.23332360480542","121.165815710722","22.9041000913668","164.470015932078",43.2084884868941,4.565438935095,0.984987956572798,4.6350200574839,3.56902872162156e-06,0.0012979562813189,43.2084884868941,2.21355025221578,0.957400045412188,2.31204318698646,0.0207753034905399,0.343223268264037,"TRINITY_DN119444_c0_g1_i1","TRINITY_DN119444_c0_g1","Transcript_295451","gi|831509016|ref|XP_012713432.1| PREDICTED: FKBP12-associated protein 1 homolog [Fundulus heteroclitus]"
