"","GeneID","F_heteroclitusMDPP_BW_1.quant","F_heteroclitusMDPP_BW_2.quant","F_heteroclitusMDPP_BW_3.quant","F_heteroclitusMDPP_FW_1.quant","F_heteroclitusMDPP_FW_2.quant","F_heteroclitusMDPP_FW_3.quant","F_heteroclitusMDPP_transfer_1.quant","F_heteroclitusMDPP_transfer_2.quant","F_heteroclitusMDPP_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"49559","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i2","TRINITY_DN195060_c0_g2","Transcript_173623","gi|831551472|ref|XP_012728363.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49560","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i1","TRINITY_DN195060_c0_g2","Transcript_173622","gi|831551466|ref|XP_012728361.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49561","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i1","TRINITY_DN195060_c0_g2","Transcript_173622","gi|831551463|ref|XP_012728359.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49562","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i2","TRINITY_DN195060_c0_g2","Transcript_173623","gi|831551466|ref|XP_012728361.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49563","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i2","TRINITY_DN195060_c1_g1","Transcript_173625","gi|831551463|ref|XP_012728359.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49564","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i1","TRINITY_DN195060_c0_g2","Transcript_173622","gi|831551472|ref|XP_012728363.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49565","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i2","TRINITY_DN195060_c1_g1","Transcript_173625","gi|831551469|ref|XP_012728362.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49566","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i4","TRINITY_DN195060_c1_g1","Transcript_173627","gi|831551466|ref|XP_012728361.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49567","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i4","TRINITY_DN195060_c1_g1","Transcript_173627","gi|831551469|ref|XP_012728362.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49568","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i4","TRINITY_DN195060_c1_g1","Transcript_173627","gi|831551463|ref|XP_012728359.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49569","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i5","TRINITY_DN195060_c1_g1","Transcript_173628","gi|831551463|ref|XP_012728359.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49570","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i4","TRINITY_DN195060_c1_g1","Transcript_173627","gi|831551472|ref|XP_012728363.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49571","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i2","TRINITY_DN195060_c0_g2","Transcript_173623","gi|831551469|ref|XP_012728362.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49572","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i2","TRINITY_DN195060_c1_g1","Transcript_173625","gi|831551466|ref|XP_012728361.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49573","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i2","TRINITY_DN195060_c0_g2","Transcript_173623","gi|831551463|ref|XP_012728359.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49574","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c1_g1_i2","TRINITY_DN195060_c1_g1","Transcript_173625","gi|831551472|ref|XP_012728363.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"49575","ENSXMAP00000004100","86.0801641751937","83.8583318527809","68.6640017571911","44.2068670396943","46.5527952988421","52.6855501294216","33.2422052390188","16.3058809977821","22.6299181139779",50.4695238448781,-1.03336115838724,0.404669506840214,-2.55359284779336,0.0106617848336312,0.515923880233652,50.4695238448781,-1.76703866413962,0.395811663368678,-4.46434207900973,8.03151602285238e-06,0.00561879841261239,"TRINITY_DN195060_c0_g2_i1","TRINITY_DN195060_c0_g2","Transcript_173622","gi|831551469|ref|XP_012728362.1| PREDICTED: protein MMS22-like [Fundulus heteroclitus]"
"90802","ENSXMAP00000015354","1070.17844309799","1029.55262835538","1142.02925274624","484.25346825651","590.146352739091","740.199386816948","497.241803113026","602.350975047915","371.23609546314",725.243156181805,-0.304216462901633,0.256151815418618,-1.18764125253013,0.23497477798299,0.999998503496747,725.243156181805,-1.14053055617835,0.25513901380348,-4.47023189114009,7.81348350795677e-06,0.00561879841261239,"TRINITY_DN214386_c1_g2_i7","TRINITY_DN214386_c1_g2","Transcript_403093","gi|831496240|ref|XP_012708954.1| PREDICTED: period circadian protein homolog 1 [Fundulus heteroclitus]"
"90803","ENSXMAP00000015354","1070.17844309799","1029.55262835538","1142.02925274624","484.25346825651","590.146352739091","740.199386816948","497.241803113026","602.350975047915","371.23609546314",725.243156181805,-0.304216462901633,0.256151815418618,-1.18764125253013,0.23497477798299,0.999998503496747,725.243156181805,-1.14053055617835,0.25513901380348,-4.47023189114009,7.81348350795677e-06,0.00561879841261239,"TRINITY_DN214386_c1_g2_i6","TRINITY_DN214386_c1_g2","Transcript_403092","gi|831496240|ref|XP_012708954.1| PREDICTED: period circadian protein homolog 1 [Fundulus heteroclitus]"
"90804","ENSXMAP00000015354","1070.17844309799","1029.55262835538","1142.02925274624","484.25346825651","590.146352739091","740.199386816948","497.241803113026","602.350975047915","371.23609546314",725.243156181805,-0.304216462901633,0.256151815418618,-1.18764125253013,0.23497477798299,0.999998503496747,725.243156181805,-1.14053055617835,0.25513901380348,-4.47023189114009,7.81348350795677e-06,0.00561879841261239,"TRINITY_DN214386_c1_g2_i2","TRINITY_DN214386_c1_g2","Transcript_403088","gi|831496240|ref|XP_012708954.1| PREDICTED: period circadian protein homolog 1 [Fundulus heteroclitus]"
"90805","ENSXMAP00000015354","1070.17844309799","1029.55262835538","1142.02925274624","484.25346825651","590.146352739091","740.199386816948","497.241803113026","602.350975047915","371.23609546314",725.243156181805,-0.304216462901633,0.256151815418618,-1.18764125253013,0.23497477798299,0.999998503496747,725.243156181805,-1.14053055617835,0.25513901380348,-4.47023189114009,7.81348350795677e-06,0.00561879841261239,"TRINITY_DN214386_c1_g2_i1","TRINITY_DN214386_c1_g2","Transcript_403087","gi|831496240|ref|XP_012708954.1| PREDICTED: period circadian protein homolog 1 [Fundulus heteroclitus]"
"94357","ENSXMAP00000016264","7079.02727441857","5866.59997589851","7285.18512310035","11376.9419999523","11696.5189971271","8287.74219159502","16332.8793724642","13683.7052923174","10962.9543535704",10285.728286716,0.385830613111833,0.229571270711952,1.68065721775763,0.092829515033835,0.999998503496747,10285.728286716,1.01823310291643,0.229630823053336,4.43421788668121,9.24071349273285e-06,0.00626884402914576,"TRINITY_DN198251_c1_g1_i4","TRINITY_DN198251_c1_g1","Transcript_68453","gi|831484687|ref|XP_012704748.1| PREDICTED: keratin, type I cytoskeletal 18-like [Fundulus heteroclitus]"
"94358","ENSXMAP00000016264","7079.02727441857","5866.59997589851","7285.18512310035","11376.9419999523","11696.5189971271","8287.74219159502","16332.8793724642","13683.7052923174","10962.9543535704",10285.728286716,0.385830613111833,0.229571270711952,1.68065721775763,0.092829515033835,0.999998503496747,10285.728286716,1.01823310291643,0.229630823053336,4.43421788668121,9.24071349273285e-06,0.00626884402914576,"TRINITY_DN198251_c1_g1_i2","TRINITY_DN198251_c1_g1","Transcript_68451","gi|831484687|ref|XP_012704748.1| PREDICTED: keratin, type I cytoskeletal 18-like [Fundulus heteroclitus]"
"94359","ENSXMAP00000016264","7079.02727441857","5866.59997589851","7285.18512310035","11376.9419999523","11696.5189971271","8287.74219159502","16332.8793724642","13683.7052923174","10962.9543535704",10285.728286716,0.385830613111833,0.229571270711952,1.68065721775763,0.092829515033835,0.999998503496747,10285.728286716,1.01823310291643,0.229630823053336,4.43421788668121,9.24071349273285e-06,0.00626884402914576,"TRINITY_DN198251_c1_g1_i3","TRINITY_DN198251_c1_g1","Transcript_68452","gi|831484687|ref|XP_012704748.1| PREDICTED: keratin, type I cytoskeletal 18-like [Fundulus heteroclitus]"
