"","GeneID","F_olivaceous_BW_1.quant","F_olivaceous_BW_2.quant","F_olivaceous_BW_3.quant","F_olivaceous_FW_1.quant","F_olivaceous_FW_2.quant","F_olivaceous_FW_3.quant","F_olivaceous_transfer_1.quant","F_olivaceous_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"37699","ENSORLP00000025702","2.00846982251322","0.559729829309381","3.00715930775628","33.4723651463317","17.2926186037816","92.3701883207267","2.80145251974198","23.5865306677565",21.8873142772397,-1.92250883118829,1.01731845345561,-1.8897807512072,0.0587872889686111,0.276151378639,21.8873142772397,2.77041617069784,1.13207240870749,2.44720757204999,0.014396789935085,0.128032472442658,21.8873142772397,-4.69292500188613,1.00093963248843,-4.68851951662567,2.75188674215891e-06,0.000836762055009609,"TRINITY_DN117294_c1_g1_i1","TRINITY_DN117294_c1_g1","Transcript_165204","gi|831481381|ref|XP_012727323.1| PREDICTED: trypsin-3-like isoform X4 [Fundulus heteroclitus]"
"37700","ENSORLP00000025702","2.00846982251322","0.559729829309381","3.00715930775628","33.4723651463317","17.2926186037816","92.3701883207267","2.80145251974198","23.5865306677565",21.8873142772397,-1.92250883118829,1.01731845345561,-1.8897807512072,0.0587872889686111,0.276151378639,21.8873142772397,2.77041617069784,1.13207240870749,2.44720757204999,0.014396789935085,0.128032472442658,21.8873142772397,-4.69292500188613,1.00093963248843,-4.68851951662567,2.75188674215891e-06,0.000836762055009609,"TRINITY_DN117294_c1_g1_i1","TRINITY_DN117294_c1_g1","Transcript_165204","gi|831481375|ref|XP_012727309.1| PREDICTED: trypsin-3-like isoform X2 [Fundulus heteroclitus]"
"37701","ENSORLP00000025702","2.00846982251322","0.559729829309381","3.00715930775628","33.4723651463317","17.2926186037816","92.3701883207267","2.80145251974198","23.5865306677565",21.8873142772397,-1.92250883118829,1.01731845345561,-1.8897807512072,0.0587872889686111,0.276151378639,21.8873142772397,2.77041617069784,1.13207240870749,2.44720757204999,0.014396789935085,0.128032472442658,21.8873142772397,-4.69292500188613,1.00093963248843,-4.68851951662567,2.75188674215891e-06,0.000836762055009609,"TRINITY_DN117294_c1_g1_i1","TRINITY_DN117294_c1_g1","Transcript_165204","gi|831481372|ref|XP_012727301.1| PREDICTED: trypsin-3-like isoform X1 [Fundulus heteroclitus]"
"73410","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i5","TRINITY_DN125281_c3_g8","Transcript_258788","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73411","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i11","TRINITY_DN125281_c3_g8_","Transcript_258794","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73412","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i8","TRINITY_DN125281_c3_g8","Transcript_258791","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73413","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i9","TRINITY_DN125281_c3_g8","Transcript_258792","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73414","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i10","TRINITY_DN125281_c3_g8_","Transcript_258793","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73415","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i17","TRINITY_DN125281_c3_g8_","Transcript_258800","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73416","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i5","TRINITY_DN125281_c3_g8","Transcript_258788","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73417","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i3","TRINITY_DN125281_c3_g8","Transcript_258786","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73418","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i1","TRINITY_DN125281_c3_g8","Transcript_258784","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73419","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i9","TRINITY_DN125281_c3_g8","Transcript_258792","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73420","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i14","TRINITY_DN125281_c3_g8_","Transcript_258797","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73421","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i2","TRINITY_DN125281_c3_g8","Transcript_258785","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73422","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i10","TRINITY_DN125281_c3_g8_","Transcript_258793","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73423","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i16","TRINITY_DN125281_c3_g8_","Transcript_258799","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73424","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i15","TRINITY_DN125281_c3_g8_","Transcript_258798","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73425","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i6","TRINITY_DN125281_c3_g8","Transcript_258789","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73426","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i12","TRINITY_DN125281_c3_g8_","Transcript_258795","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73427","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i4","TRINITY_DN125281_c3_g8","Transcript_258787","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
"73428","ENSXMAP00000006404","465.965315715739","448.914478644123","465.749762593894","284.492042326938","336.687948470319","249.573578845882","436.567888580917","363.487338762918",381.429794242591,0.464315567444178,0.163516489003585,2.83956419486231,0.00451752044622481,0.0538883131328637,381.429794242591,-0.194996619674232,0.158169373164143,-1.23283424454032,0.2176376121804,0.584594814181807,381.429794242591,0.659312187118409,0.141820031177631,4.64893556744898,3.33652411823484e-06,0.000992691089493137,"TRINITY_DN125281_c3_g8_i17","TRINITY_DN125281_c3_g8_","Transcript_258800","gi|831559702|ref|XP_012731135.1| PREDICTED: protein FAN [Fundulus heteroclitus]"
