"","GeneID","L_parva_BW_1.quant","L_parva_BW_2.quant","L_parva_BW_3.quant","L_parva_FW_1.quant","L_parva_FW_2.quant","L_parva_FW_3.quant","L_parva_transfer_1.quant","L_parva_transfer_2.quant","L_parva_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"64703","ENSXMAP00000004057","40.6047449969969","56.4307134975016","58.1655298408537","763.007226615685","1441.38583375465","575.919749952721","409.951431213775","106.436557257435","27.5081460652647",386.60110368832,-2.35328199985204,0.740861905673552,-3.17641112578539,0.00149109469790964,0.05152218150138,386.60110368832,1.810377169509,0.750430539926839,2.41245135050806,0.0158456519683603,0.355992597947784,386.60110368832,-4.16365916936104,0.74883341701586,-5.56019412962824,2.69474737800328e-08,6.74663690425346e-06,"TRINITY_DN115968_c3_g2_i2","TRINITY_DN115968_c3_g2","Transcript_24016","gi|831515190|ref|XP_012715487.1| PREDICTED: hydroperoxide isomerase ALOXE3-like, partial [Fundulus heteroclitus]"
"64704","ENSXMAP00000004057","40.6047449969969","56.4307134975016","58.1655298408537","763.007226615685","1441.38583375465","575.919749952721","409.951431213775","106.436557257435","27.5081460652647",386.60110368832,-2.35328199985204,0.740861905673552,-3.17641112578539,0.00149109469790964,0.05152218150138,386.60110368832,1.810377169509,0.750430539926839,2.41245135050806,0.0158456519683603,0.355992597947784,386.60110368832,-4.16365916936104,0.74883341701586,-5.56019412962824,2.69474737800328e-08,6.74663690425346e-06,"TRINITY_DN115968_c3_g2_i2","TRINITY_DN115968_c3_g2","Transcript_24016","gi|831512228|ref|XP_012714497.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
"64705","ENSXMAP00000004057","40.6047449969969","56.4307134975016","58.1655298408537","763.007226615685","1441.38583375465","575.919749952721","409.951431213775","106.436557257435","27.5081460652647",386.60110368832,-2.35328199985204,0.740861905673552,-3.17641112578539,0.00149109469790964,0.05152218150138,386.60110368832,1.810377169509,0.750430539926839,2.41245135050806,0.0158456519683603,0.355992597947784,386.60110368832,-4.16365916936104,0.74883341701586,-5.56019412962824,2.69474737800328e-08,6.74663690425346e-06,"TRINITY_DN115968_c3_g2_i2","TRINITY_DN115968_c3_g2","Transcript_24016","gi|831511277|ref|XP_012714182.1| PREDICTED: hydroperoxide isomerase ALOXE3-like [Fundulus heteroclitus]"
"64706","ENSXMAP00000004057","40.6047449969969","56.4307134975016","58.1655298408537","763.007226615685","1441.38583375465","575.919749952721","409.951431213775","106.436557257435","27.5081460652647",386.60110368832,-2.35328199985204,0.740861905673552,-3.17641112578539,0.00149109469790964,0.05152218150138,386.60110368832,1.810377169509,0.750430539926839,2.41245135050806,0.0158456519683603,0.355992597947784,386.60110368832,-4.16365916936104,0.74883341701586,-5.56019412962824,2.69474737800328e-08,6.74663690425346e-06,"TRINITY_DN115968_c3_g2_i2","TRINITY_DN115968_c3_g2","Transcript_24016","gi|831517492|ref|XP_012716248.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
"157556","gi|831573255|ref|XP_012735638.1| PREDICTED: 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2 [Fundulus heteroclitus]","30.9891286681844","30.9150296917096","42.6479066128721","316.470143583433","429.111566998155","399.129974813596","144.037147551818","164.902740495271","20.1020369395266",175.367297261618,-1.79459372456147,0.609096747620669,-2.94631966361952,0.00321579873769489,0.0872561420287899,175.367297261618,1.65602627824804,0.625564236874387,2.64725216154031,0.00811488177819943,0.278515227061309,175.367297261618,-3.45062000280951,0.622924118527236,-5.53939059378168,3.035259947064e-08,7.41380749752985e-06,"TRINITY_DN114037_c1_g1_i2","TRINITY_DN114037_c1_g1","Transcript_59554","gi|831573252|ref|XP_012735637.1| PREDICTED: 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X1 [Fundulus heteroclitus]"
"157557","gi|831573255|ref|XP_012735638.1| PREDICTED: 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2 [Fundulus heteroclitus]","30.9891286681844","30.9150296917096","42.6479066128721","316.470143583433","429.111566998155","399.129974813596","144.037147551818","164.902740495271","20.1020369395266",175.367297261618,-1.79459372456147,0.609096747620669,-2.94631966361952,0.00321579873769489,0.0872561420287899,175.367297261618,1.65602627824804,0.625564236874387,2.64725216154031,0.00811488177819943,0.278515227061309,175.367297261618,-3.45062000280951,0.622924118527236,-5.53939059378168,3.035259947064e-08,7.41380749752985e-06,"TRINITY_DN114037_c1_g1_i2","TRINITY_DN114037_c1_g1","Transcript_59554","gi|831573255|ref|XP_012735638.1| PREDICTED: 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2 [Fundulus heteroclitus]"
"64820","ENSXMAP00000004090","213.278162569844","208.340307884521","283.2283130022","626.555994896825","507.011273780229","611.080178666921","294.069199397536","400.371240080471","429.591418534243",397.058454312532,-0.633663954919781,0.233568718463405,-2.71296584186662,0.00666839799541937,0.14030102810498,397.058454312532,0.670209110802045,0.237741713402137,2.8190640220902,0.00481639105561921,0.218836798492483,397.058454312532,-1.30387306572183,0.237262232348178,-5.49549354238737,3.89619202007479e-08,9.40202770723831e-06,"TRINITY_DN118563_c3_g3_i3","TRINITY_DN118563_c3_g3","Transcript_234651","gi|831496053|ref|XP_012708891.1| PREDICTED: interferon regulatory factor 2 [Fundulus heteroclitus]"
"128188","ENSXMAP00000017933","580.419891546937","498.146147093114","651.182260066878","287.662745879419","248.018091412951","172.578766478857","354.836645118189","326.435446113028","333.299718595944",383.619968033924,0.519695069745487,0.236288820391947,2.19940608651496,0.0278490602433955,0.316278861273076,383.619968033924,-0.770776422907897,0.232199646477031,-3.31945562623474,0.000901931376935239,0.0922990233396708,383.619968033924,1.29047149265338,0.235487946715122,5.47998957337087,4.25350901546805e-08,9.92779949604938e-06,"TRINITY_DN115525_c5_g1_i1","TRINITY_DN115525_c5_g1","Transcript_90836","gi|831571141|ref|XP_012734943.1| PREDICTED: sclerostin [Fundulus heteroclitus]"
"61908","ENSXMAP00000003530","71.2245919169033","78.7670424388598","66.9987240367006","145.965549416415","237.126291140629","259.349406659301","150.366294089444","140.115305786162","152.97372002958",144.765213945999,-0.541654598126595,0.281472992893237,-1.92435726269499,0.0543098174954513,0.435400063978657,144.765213945999,1.03080477182678,0.29237824735654,3.52558639757412,0.000422546322806761,0.0585833970279949,144.765213945999,-1.57245936995337,0.288854947997815,-5.44376816410037,5.21651045451845e-08,1.16090542103945e-05,"TRINITY_DN108520_c7_g1_i3","TRINITY_DN108520_c7_g1","Transcript_254670","gi|831575773|ref|XP_012736532.1| PREDICTED: natural resistance-associated macrophage protein 2 [Fundulus heteroclitus]"
"61909","ENSXMAP00000003530","71.2245919169033","78.7670424388598","66.9987240367006","145.965549416415","237.126291140629","259.349406659301","150.366294089444","140.115305786162","152.97372002958",144.765213945999,-0.541654598126595,0.281472992893237,-1.92435726269499,0.0543098174954513,0.435400063978657,144.765213945999,1.03080477182678,0.29237824735654,3.52558639757412,0.000422546322806761,0.0585833970279949,144.765213945999,-1.57245936995337,0.288854947997815,-5.44376816410037,5.21651045451845e-08,1.16090542103945e-05,"TRINITY_DN108520_c7_g1_i5","TRINITY_DN108520_c7_g1","Transcript_254672","gi|831575773|ref|XP_012736532.1| PREDICTED: natural resistance-associated macrophage protein 2 [Fundulus heteroclitus]"
"61910","ENSXMAP00000003530","71.2245919169033","78.7670424388598","66.9987240367006","145.965549416415","237.126291140629","259.349406659301","150.366294089444","140.115305786162","152.97372002958",144.765213945999,-0.541654598126595,0.281472992893237,-1.92435726269499,0.0543098174954513,0.435400063978657,144.765213945999,1.03080477182678,0.29237824735654,3.52558639757412,0.000422546322806761,0.0585833970279949,144.765213945999,-1.57245936995337,0.288854947997815,-5.44376816410037,5.21651045451845e-08,1.16090542103945e-05,"TRINITY_DN108520_c7_g1_i6","TRINITY_DN108520_c7_g1","Transcript_254673","gi|831575773|ref|XP_012736532.1| PREDICTED: natural resistance-associated macrophage protein 2 [Fundulus heteroclitus]"
"61911","ENSXMAP00000003530","71.2245919169033","78.7670424388598","66.9987240367006","145.965549416415","237.126291140629","259.349406659301","150.366294089444","140.115305786162","152.97372002958",144.765213945999,-0.541654598126595,0.281472992893237,-1.92435726269499,0.0543098174954513,0.435400063978657,144.765213945999,1.03080477182678,0.29237824735654,3.52558639757412,0.000422546322806761,0.0585833970279949,144.765213945999,-1.57245936995337,0.288854947997815,-5.44376816410037,5.21651045451845e-08,1.16090542103945e-05,"TRINITY_DN108520_c7_g1_i3","TRINITY_DN108520_c7_g1","Transcript_254670","gi|831480648|ref|XP_012724733.1| PREDICTED: natural resistance-associated macrophage protein 2-like isoform X2 [Fundulus heteroclitus]"
"61912","ENSXMAP00000003530","71.2245919169033","78.7670424388598","66.9987240367006","145.965549416415","237.126291140629","259.349406659301","150.366294089444","140.115305786162","152.97372002958",144.765213945999,-0.541654598126595,0.281472992893237,-1.92435726269499,0.0543098174954513,0.435400063978657,144.765213945999,1.03080477182678,0.29237824735654,3.52558639757412,0.000422546322806761,0.0585833970279949,144.765213945999,-1.57245936995337,0.288854947997815,-5.44376816410037,5.21651045451845e-08,1.16090542103945e-05,"TRINITY_DN108520_c7_g1_i3","TRINITY_DN108520_c7_g1","Transcript_254670","gi|831480645|ref|XP_012724723.1| PREDICTED: natural resistance-associated macrophage protein 2-like isoform X1 [Fundulus heteroclitus]"
"103671","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i1","TRINITY_DN119182_c1_g2","Transcript_203843","gi|831563333|ref|XP_012732323.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"103672","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i1","TRINITY_DN119182_c1_g2","Transcript_203843","gi|831563330|ref|XP_012732322.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"103673","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i2","TRINITY_DN119182_c1_g2","Transcript_203845","gi|831563336|ref|XP_012732324.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"103674","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i2","TRINITY_DN119182_c1_g2","Transcript_203845","gi|831563327|ref|XP_012732321.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X1 [Fundulus heteroclitus]"
"103675","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i1","TRINITY_DN119182_c1_g2","Transcript_203843","gi|831563336|ref|XP_012732324.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"103676","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i1","TRINITY_DN119182_c1_g2","Transcript_203843","gi|831563327|ref|XP_012732321.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X1 [Fundulus heteroclitus]"
"103677","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i2","TRINITY_DN119182_c1_g2","Transcript_203845","gi|831563330|ref|XP_012732322.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"103678","ENSXMAP00000012393","447.741238825457","569.336664218796","629.670756006225","1057.4405604901","1642.47437437382","1634.42231480455","684.044659616385","873.470135998635","980.868202962876",946.607656366317,-0.773058399580306,0.257869521153773,-2.99786650287885,0.0027187673686202,0.0785712661518057,946.607656366317,0.62381626613569,0.259566451743538,2.40330081929095,0.0162478155716597,0.359940561909809,946.607656366317,-1.396874665716,0.259268239497789,-5.38775851767185,7.1341817089223e-08,1.48844297341672e-05,"TRINITY_DN119182_c1_g2_i2","TRINITY_DN119182_c1_g2","Transcript_203845","gi|831563333|ref|XP_012732323.1| PREDICTED: soluble calcium-activated nucleotidase 1 isoform X2 [Fundulus heteroclitus]"
"98282","ENSXMAP00000011286","514.033336874533","550.773422267396","582.369537502433","249.726380113155","274.196947784327","214.080210876037","303.054859203987","461.492449630379","420.770565804269",396.721967784057,0.681572866575221,0.223818287397048,3.04520633457502,0.00232520728983458,0.0701889656073123,396.721967784057,-0.474484507939751,0.220015819893997,-2.15659268578212,0.0310374149403786,0.457979548289652,396.721967784057,1.15605737451497,0.223704353331262,5.16779113727429,2.36876805592815e-07,4.02068266035465e-05,"TRINITY_DN113822_c0_g1_i1","TRINITY_DN113822_c0_g1","Transcript_145807","gi|831513229|ref|XP_012714846.1| PREDICTED: frizzled-4 [Fundulus heteroclitus]"
"98283","ENSXMAP00000011286","514.033336874533","550.773422267396","582.369537502433","249.726380113155","274.196947784327","214.080210876037","303.054859203987","461.492449630379","420.770565804269",396.721967784057,0.681572866575221,0.223818287397048,3.04520633457502,0.00232520728983458,0.0701889656073123,396.721967784057,-0.474484507939751,0.220015819893997,-2.15659268578212,0.0310374149403786,0.457979548289652,396.721967784057,1.15605737451497,0.223704353331262,5.16779113727429,2.36876805592815e-07,4.02068266035465e-05,"TRINITY_DN113822_c0_g1_i4","TRINITY_DN113822_c0_g1","Transcript_145810","gi|831513229|ref|XP_012714846.1| PREDICTED: frizzled-4 [Fundulus heteroclitus]"
"102576","ENSXMAP00000012147","58.5994838715615","44.9272713354317","48.0874182417184","754.231660979593","1375.7904339717","628.447847172027","852.355268663863","149.895380334304","30.7562667000955",438.1212256967,-1.41687128928522,0.835456903367669,-1.69592385145651,0.0899003020101102,0.54378393872909,438.1212256967,2.76824373613247,0.84423205555431,3.27900808541899,0.0010417265118223,0.0998568046459592,438.1212256967,-4.1851150254177,0.843723478856105,-4.96029224064234,7.03872063529066e-07,0.000105207862391221,"TRINITY_DN105585_c0_g2_i1","TRINITY_DN105585_c0_g2","Transcript_301399","gi|831512228|ref|XP_012714497.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
"102577","ENSXMAP00000012147","58.5994838715615","44.9272713354317","48.0874182417184","754.231660979593","1375.7904339717","628.447847172027","852.355268663863","149.895380334304","30.7562667000955",438.1212256967,-1.41687128928522,0.835456903367669,-1.69592385145651,0.0899003020101102,0.54378393872909,438.1212256967,2.76824373613247,0.84423205555431,3.27900808541899,0.0010417265118223,0.0998568046459592,438.1212256967,-4.1851150254177,0.843723478856105,-4.96029224064234,7.03872063529066e-07,0.000105207862391221,"TRINITY_DN105585_c0_g2_i2","TRINITY_DN105585_c0_g2","Transcript_301400","gi|831512228|ref|XP_012714497.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
"102578","ENSXMAP00000012147","58.5994838715615","44.9272713354317","48.0874182417184","754.231660979593","1375.7904339717","628.447847172027","852.355268663863","149.895380334304","30.7562667000955",438.1212256967,-1.41687128928522,0.835456903367669,-1.69592385145651,0.0899003020101102,0.54378393872909,438.1212256967,2.76824373613247,0.84423205555431,3.27900808541899,0.0010417265118223,0.0998568046459592,438.1212256967,-4.1851150254177,0.843723478856105,-4.96029224064234,7.03872063529066e-07,0.000105207862391221,"TRINITY_DN105585_c0_g2_i1","TRINITY_DN105585_c0_g2","Transcript_301399","gi|831517492|ref|XP_012716248.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
"102579","ENSXMAP00000012147","58.5994838715615","44.9272713354317","48.0874182417184","754.231660979593","1375.7904339717","628.447847172027","852.355268663863","149.895380334304","30.7562667000955",438.1212256967,-1.41687128928522,0.835456903367669,-1.69592385145651,0.0899003020101102,0.54378393872909,438.1212256967,2.76824373613247,0.84423205555431,3.27900808541899,0.0010417265118223,0.0998568046459592,438.1212256967,-4.1851150254177,0.843723478856105,-4.96029224064234,7.03872063529066e-07,0.000105207862391221,"TRINITY_DN105585_c0_g2_i3","TRINITY_DN105585_c0_g2","Transcript_301401","gi|831512228|ref|XP_012714497.1| PREDICTED: arachidonate 15-lipoxygenase B-like [Fundulus heteroclitus]"
