"","GeneID","F_grandis_BW_1.quant","F_grandis_BW_2.quant","F_grandis_BW_3.quant","F_grandis_FW_1.quant","F_grandis_FW_2.quant","F_grandis_FW_3.quant","F_grandis_transfer_1.quant","F_grandis_transfer_2.quant","F_grandis_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"110715","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i6","TRINITY_DN353783_c7_g3","Transcript_273902","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110716","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i2","TRINITY_DN353783_c7_g3","Transcript_273898","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110717","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i4","TRINITY_DN353783_c7_g3","Transcript_273900","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110718","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i6","TRINITY_DN353783_c7_g3","Transcript_273902","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
"110719","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i8","TRINITY_DN353783_c7_g3","Transcript_273904","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110720","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i2","TRINITY_DN353783_c7_g3","Transcript_273898","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
"110721","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i3","TRINITY_DN353783_c7_g3","Transcript_273899","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"154503","gi|831504348|ref|XP_012711817.1| PREDICTED: uncharacterized protein LOC105920738 [Fundulus heteroclitus]","8.55756641121446","3.36905671379357","46.1539760016794","253.963093813099","1052.46344131642","119.478371173364","77.2913233442068","100.463585739634","97.0559633885215",195.421819766881,-2.37557926402983,0.778276020750031,-3.05236086002041,0.00227048965811881,0.0832419053213482,195.421819766881,2.18342467277173,0.8107264049907,2.69317079020854,0.00707760032134277,0.183915941167976,195.421819766881,-4.55900393680156,0.807609374542808,-5.64506069457458,1.65122985437778e-08,7.20515595404986e-06,"TRINITY_DN362923_c3_g2_i1","TRINITY_DN362923_c3_g2","Transcript_60495","gi|831504348|ref|XP_012711817.1| PREDICTED: uncharacterized protein LOC105920738 [Fundulus heteroclitus]"
"154504","gi|831504348|ref|XP_012711817.1| PREDICTED: uncharacterized protein LOC105920738 [Fundulus heteroclitus]","8.55756641121446","3.36905671379357","46.1539760016794","253.963093813099","1052.46344131642","119.478371173364","77.2913233442068","100.463585739634","97.0559633885215",195.421819766881,-2.37557926402983,0.778276020750031,-3.05236086002041,0.00227048965811881,0.0832419053213482,195.421819766881,2.18342467277173,0.8107264049907,2.69317079020854,0.00707760032134277,0.183915941167976,195.421819766881,-4.55900393680156,0.807609374542808,-5.64506069457458,1.65122985437778e-08,7.20515595404986e-06,"TRINITY_DN362923_c3_g2_i2","TRINITY_DN362923_c3_g2","Transcript_60496","gi|831504348|ref|XP_012711817.1| PREDICTED: uncharacterized protein LOC105920738 [Fundulus heteroclitus]"
"15745","ENSONIP00000004590","106.208714241236","110.937182418586","111.333090230804","234.567642068786","335.674757583965","384.810297300677","203.697386901483","185.113499907593","219.942310649631",210.253875700307,-0.638978561893914,0.263408073624877,-2.42581236444518,0.0152741650436232,0.238839253534737,210.253875700307,0.897456970015896,0.27631845732347,3.24790815173557,0.00116256792137184,0.0605393310914291,210.253875700307,-1.53643553190981,0.274549512065183,-5.59620565468362,2.19093794549785e-08,9.08216809673707e-06,"TRINITY_DN359725_c4_g2_i2","TRINITY_DN359725_c4_g2","Transcript_283140","gi|831489080|ref|XP_012706422.1| PREDICTED: inactive dual specificity phosphatase 27 [Fundulus heteroclitus]"
"151299","gi|831496935|ref|XP_012709202.1| PREDICTED: glycogenin-2 [Fundulus heteroclitus]","26.7263877572148","24.1604261400904","13.4309254583094","124.055330581293","302.357070924601","99.7249672336692","75.5529321721382","83.593660205841","48.9187779339498",88.7244976007897,-1.33796690815274,0.505088236610753,-2.64897657710418,0.00807359270042589,0.170832705546197,88.7244976007897,1.67661916092463,0.544487035730599,3.07926369390029,0.00207512919759707,0.0873002027547233,88.7244976007897,-3.01458606907736,0.539284882540709,-5.58996954425067,2.27109442134275e-08,9.26010827010443e-06,"TRINITY_DN362964_c10_g1_i1","TRINITY_DN362964_c10_g1","Transcript_60294","gi|831496935|ref|XP_012709202.1| PREDICTED: glycogenin-2 [Fundulus heteroclitus]"
"137145","ENSXMAP00000018633","399.75490395031","435.633391303033","404.508432812019","114.067700101573","140.01239816892","176.666866497174","287.331642661052","182.47119181032","251.495944615763",265.771385768907,0.762874428757625,0.274149643320275,2.78269349366396,0.00539097087494013,0.138030019873034,265.771385768907,-0.770799193655425,0.270129002089777,-2.85344849198847,0.00432475381518769,0.137357999064967,265.771385768907,1.53367362241305,0.274508814828323,5.58697404078701,2.3106024743563e-08,9.26924270035321e-06,"TRINITY_DN356711_c8_g3_i4","TRINITY_DN356711_c8_g3","Transcript_82563","gi|831576195|ref|XP_012736677.1| PREDICTED: protein jagged-1b-like [Fundulus heteroclitus]"
"137146","ENSXMAP00000018633","399.75490395031","435.633391303033","404.508432812019","114.067700101573","140.01239816892","176.666866497174","287.331642661052","182.47119181032","251.495944615763",265.771385768907,0.762874428757625,0.274149643320275,2.78269349366396,0.00539097087494013,0.138030019873034,265.771385768907,-0.770799193655425,0.270129002089777,-2.85344849198847,0.00432475381518769,0.137357999064967,265.771385768907,1.53367362241305,0.274508814828323,5.58697404078701,2.3106024743563e-08,9.26924270035321e-06,"TRINITY_DN356711_c8_g3_i5","TRINITY_DN356711_c8_g3","Transcript_82564","gi|831576195|ref|XP_012736677.1| PREDICTED: protein jagged-1b-like [Fundulus heteroclitus]"
"137147","ENSXMAP00000018633","399.75490395031","435.633391303033","404.508432812019","114.067700101573","140.01239816892","176.666866497174","287.331642661052","182.47119181032","251.495944615763",265.771385768907,0.762874428757625,0.274149643320275,2.78269349366396,0.00539097087494013,0.138030019873034,265.771385768907,-0.770799193655425,0.270129002089777,-2.85344849198847,0.00432475381518769,0.137357999064967,265.771385768907,1.53367362241305,0.274508814828323,5.58697404078701,2.3106024743563e-08,9.26924270035321e-06,"TRINITY_DN356711_c8_g1_i3","TRINITY_DN356711_c8_g1","Transcript_82559","gi|831576195|ref|XP_012736677.1| PREDICTED: protein jagged-1b-like [Fundulus heteroclitus]"
