"","GeneID","F_grandis_BW_1.quant","F_grandis_BW_2.quant","F_grandis_BW_3.quant","F_grandis_FW_1.quant","F_grandis_FW_2.quant","F_grandis_FW_3.quant","F_grandis_transfer_1.quant","F_grandis_transfer_2.quant","F_grandis_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"2629","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN362501_c8_g1_i1","TRINITY_DN362501_c8_g1","Transcript_255466","gi|831580632|ref|XP_012738243.1| PREDICTED: myosin-6 [Fundulus heteroclitus]"
"2630","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN362501_c8_g1_i1","TRINITY_DN362501_c8_g1","Transcript_255466","gi|831545924|ref|XP_012726406.1| PREDICTED: myosin-4-like [Fundulus heteroclitus]"
"2631","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN362501_c8_g1_i1","TRINITY_DN362501_c8_g1","Transcript_255466","gi|831492033|ref|XP_012707463.1| PREDICTED: LOW QUALITY PROTEIN: myosin-7B [Fundulus heteroclitus]"
"2632","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN362501_c8_g1_i1","TRINITY_DN362501_c8_g1","Transcript_255466","gi|831574994|ref|XP_012736254.1| PREDICTED: myosin-3-like [Fundulus heteroclitus]"
"2633","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN349987_c1_g4_i1","TRINITY_DN349987_c1_g4","Transcript_393204","gi|831545921|ref|XP_012726405.1| PREDICTED: myosin heavy chain, fast skeletal muscle-like, partial [Fundulus heteroclitus]"
"2634","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN362501_c8_g1_i1","TRINITY_DN362501_c8_g1","Transcript_255466","gi|831550919|ref|XP_012728166.1| PREDICTED: myosin heavy chain, fast skeletal muscle-like [Fundulus heteroclitus]"
"2635","ENSDARP00000051359","9423.19350664667","5170.08319477909","6875.95733163215","11354.823076341","6891.73702589513","33811.3654927318","73170.1940369364","42703.903184478","42883.8006105016",25809.4508288824,1.6087135044802,0.500716940114087,3.21282020958521,0.00131438540525767,0.0580862773454872,25809.4508288824,2.88620458408935,0.500812154054098,5.76304820225586,8.26081896166015e-09,6.69895446625386e-06,"TRINITY_DN349987_c1_g5_i1","TRINITY_DN349987_c1_g5","Transcript_393205","gi|831545921|ref|XP_012726405.1| PREDICTED: myosin heavy chain, fast skeletal muscle-like, partial [Fundulus heteroclitus]"
"128205","ENSXMAP00000016773","532.824032948359","776.657029989353","501.702156860969","1135.18375382884","1165.77655524262","1119.10414767272","2830.00868256199","2357.27643492687","1146.9187301229",1285.05016935051,0.889177326610941,0.332267484239816,2.67608890061951,0.00744868842174337,0.164174720054986,1285.05016935051,1.81475731983157,0.334282294512383,5.42881675046163,5.67288933481871e-08,3.81169538534091e-05,"TRINITY_DN357104_c6_g6_i4","TRINITY_DN357104_c6_g6","Transcript_242565","gi|831482382|ref|XP_012730903.1| PREDICTED: desmocollin-3-like [Fundulus heteroclitus]"
"128206","ENSXMAP00000016773","532.824032948359","776.657029989353","501.702156860969","1135.18375382884","1165.77655524262","1119.10414767272","2830.00868256199","2357.27643492687","1146.9187301229",1285.05016935051,0.889177326610941,0.332267484239816,2.67608890061951,0.00744868842174337,0.164174720054986,1285.05016935051,1.81475731983157,0.334282294512383,5.42881675046163,5.67288933481871e-08,3.81169538534091e-05,"TRINITY_DN357104_c6_g6_i6","TRINITY_DN357104_c6_g6","Transcript_242567","gi|831482382|ref|XP_012730903.1| PREDICTED: desmocollin-3-like [Fundulus heteroclitus]"
"166328","gi|831535078|ref|XP_012722483.1| PREDICTED: uncharacterized protein LOC105929310 [Fundulus heteroclitus]","51.6323434208567","39.9416139133324","48.0311052751808","61.557582076735","240.358240218199","133.697880207646","575.46652548462","475.592300958758","148.9931109406",197.252300277325,1.47004948004806,0.5537271221926,2.65482657635964,0.00793491908577055,0.169441911312922,197.252300277325,3.08468484993425,0.570275034003153,5.40911782211598,6.33359534661918e-08,4.13742116017898e-05,"TRINITY_DN354723_c2_g1_i1","TRINITY_DN354723_c2_g1","Transcript_481035","gi|831535078|ref|XP_012722483.1| PREDICTED: uncharacterized protein LOC105929310 [Fundulus heteroclitus]"
"62495","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i20","TRINITY_DN354869_c4_g1_","Transcript_230592","gi|831568162|ref|XP_012733950.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62496","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i20","TRINITY_DN354869_c4_g1_","Transcript_230592","gi|831568165|ref|XP_012733951.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62497","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i18","TRINITY_DN354869_c4_g1_","Transcript_230590","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62498","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i18","TRINITY_DN354869_c4_g1_","Transcript_230590","gi|831568162|ref|XP_012733950.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62499","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i20","TRINITY_DN354869_c4_g1_","Transcript_230592","gi|831568169|ref|XP_012733952.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X2 [Fundulus heteroclitus]"
"62500","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i20","TRINITY_DN354869_c4_g1_","Transcript_230592","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62501","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i18","TRINITY_DN354869_c4_g1_","Transcript_230590","gi|831568165|ref|XP_012733951.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62502","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i4","TRINITY_DN354869_c4_g1","Transcript_230576","gi|831568165|ref|XP_012733951.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62503","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i25","TRINITY_DN354869_c4_g1_","Transcript_230598","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62504","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i26","TRINITY_DN354869_c4_g1_","Transcript_230599","gi|831568169|ref|XP_012733952.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X2 [Fundulus heteroclitus]"
"62505","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i1","TRINITY_DN354869_c4_g1","Transcript_230573","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62506","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i28","TRINITY_DN354869_c4_g1_","Transcript_230602","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62507","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i25","TRINITY_DN354869_c4_g1_","Transcript_230598","gi|831568162|ref|XP_012733950.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62508","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i28","TRINITY_DN354869_c4_g1_","Transcript_230602","gi|831568165|ref|XP_012733951.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62509","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i25","TRINITY_DN354869_c4_g1_","Transcript_230598","gi|831568165|ref|XP_012733951.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62510","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i8","TRINITY_DN354869_c4_g1","Transcript_230580","gi|831568169|ref|XP_012733952.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X2 [Fundulus heteroclitus]"
"62511","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i4","TRINITY_DN354869_c4_g1","Transcript_230576","gi|831568159|ref|XP_012733949.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62512","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i4","TRINITY_DN354869_c4_g1","Transcript_230576","gi|831568162|ref|XP_012733950.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62513","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i28","TRINITY_DN354869_c4_g1_","Transcript_230602","gi|831568162|ref|XP_012733950.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X1 [Fundulus heteroclitus]"
"62514","ENSXMAP00000003091","533.784207353593","161.195693569931","218.162687068147","130.057900180262","141.155248155505","153.144782726329","56.537128735648","64.7943187755295","66.7232628914636",169.506136606268,-1.17323243214815,0.437099204166888,-2.68413307771706,0.00727181548072343,0.16237458676141,169.506136606268,-2.31115583148912,0.43558626813197,-5.30585098883078,1.12148546654283e-07,6.76255736325325e-05,"TRINITY_DN354869_c4_g1_i14","TRINITY_DN354869_c4_g1_","Transcript_230586","gi|831568169|ref|XP_012733952.1| PREDICTED: major facilitator superfamily domain-containing protein 10 isoform X2 [Fundulus heteroclitus]"
"128549","ENSXMAP00000016861","4.21795495738118","4.00768802038785","1.33499744528507","23.388901702453","5.6721233190662","27.2515440950671","136.271780309519","49.9229343037133","42.3915242589642",32.7177164902042,2.01546920535441,0.737645261288483,2.73230143420685,0.00628935698171198,0.150538382183734,32.7177164902042,4.52640736798751,0.854635168976337,5.29630365365041,1.18170272041576e-07,6.94752571900438e-05,"TRINITY_DN343244_c1_g1_i2","TRINITY_DN343244_c1_g1","Transcript_356578","gi|831494672|ref|XP_012708400.1| PREDICTED: glutathione S-transferase theta-1-like [Fundulus heteroclitus]"
"128550","ENSXMAP00000016861","4.21795495738118","4.00768802038785","1.33499744528507","23.388901702453","5.6721233190662","27.2515440950671","136.271780309519","49.9229343037133","42.3915242589642",32.7177164902042,2.01546920535441,0.737645261288483,2.73230143420685,0.00628935698171198,0.150538382183734,32.7177164902042,4.52640736798751,0.854635168976337,5.29630365365041,1.18170272041576e-07,6.94752571900438e-05,"TRINITY_DN343244_c1_g1_i1","TRINITY_DN343244_c1_g1","Transcript_356577","gi|831494675|ref|XP_012708401.1| PREDICTED: glutathione S-transferase theta-1-like [Fundulus heteroclitus]"
"166574","gi|831535803|ref|XP_012722737.1| PREDICTED: sialomucin core protein 24 isoform X2 [Fundulus heteroclitus]","2.46812337629252","0","2.83285211223559","34.2739611232298","4.45052362474849","6.14307525350441","49.1261763661935","95.9557539424658","77.8354394953233",30.3428783659993,2.22830540050238,0.806702161667433,2.76224052244577,0.00574061714186898,0.142698098527647,30.3428783659993,5.05156296550799,0.959285983859028,5.26596140307033,1.39457584391053e-07,7.45369093664633e-05,"TRINITY_DN348620_c1_g1_i6","TRINITY_DN348620_c1_g1","Transcript_106966","gi|831535803|ref|XP_012722737.1| PREDICTED: sialomucin core protein 24 isoform X2 [Fundulus heteroclitus]"
"66414","ENSXMAP00000003931","524.908957331822","909.43285081054","635.135934608749","720.362845693516","1904.71332361066","1402.81017066984","4067.09588662763","3445.90276450299","1731.40458066161",1704.64081272415,1.19985735930484,0.411623609970696,2.91493813824299,0.00355759052892194,0.107360692178845,1704.64081272415,2.16553266153993,0.413098635683319,5.24216851493072,1.58700328917291e-07,8.29367918921762e-05,"TRINITY_DN362736_c2_g1_i1","TRINITY_DN362736_c2_g1","Transcript_403843","gi|831572658|ref|XP_012735437.1| PREDICTED: arrestin domain-containing protein 2 isoform X1 [Fundulus heteroclitus]"
